image_id,file_name,file_path,produce_type,freshness_label,shelf_life_days,width,height,channels,format,file_size_kb,md5_hash,is_duplicate,duplicate_of
aug_129_IMG-20251124-WA0012,aug_129_IMG-20251124-WA0012.jpg,/content/dataset_raw/Processed Data/Semi fresh Orange(9-20)/aug_129_IMG-20251124-WA0012.jpg,Orange,Semi-Fresh,9-20,512,512,3,JPEG,20.31,97763471b9e0ed342b0c9008ff0e9b65,False,
aug_28_IMG-20251112-WA0014,aug_28_IMG-20251112-WA0014.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/aug_28_IMG-20251112-WA0014.jpg,Orange,Fresh,1-9,512,512,3,JPEG,22.87,5e9af218a72c176a8433858cf88387b8,False,
IMG_20251125_211959278_HDR,IMG_20251125_211959278_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20251125_211959278_HDR.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,13.43,81ef2b514c521d0534552c26b7dff66a,False,
aug_316_IMG-20251128-WA0014,aug_316_IMG-20251128-WA0014.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/aug_316_IMG-20251128-WA0014.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,47.78,8e5aa9c8afb868c135f0246deff829ac,False,
IMG_20260130_163538,IMG_20260130_163538.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/IMG_20260130_163538.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,24.85,71f49a4a24d8c034ddd79c55d7183d17,False,
aug_306_IMG_20251124_022325,aug_306_IMG_20251124_022325.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_306_IMG_20251124_022325.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,14.0,d9756f7c698e031caed924e4c3ebd956,False,
aug_175_IMG-20251128-WA0015,aug_175_IMG-20251128-WA0015.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/aug_175_IMG-20251128-WA0015.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,47.44,2331529b3566085614cf745cf964679e,False,
aug_426_IMG_20251124_021917,aug_426_IMG_20251124_021917.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_426_IMG_20251124_021917.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,22.55,a6bbe44dfd66187ebf2c7804b0d0b532,False,
aug_100_IMG_20260202_032501,aug_100_IMG_20260202_032501.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/aug_100_IMG_20260202_032501.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,26.58,d99ea7decb6d5d816a6ea17edc68d0f2,False,
aug_111_IMG_20251202_015434,aug_111_IMG_20251202_015434.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_111_IMG_20251202_015434.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,16.0,d7816193a929239c1759b2a264026dc5,False,
aug_39_IMG_20260114_010241,aug_39_IMG_20260114_010241.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/aug_39_IMG_20260114_010241.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,16.35,9e80fe2a9e628578e04fbf0726e12da9,False,
aug_123_IMG_20260212_155538,aug_123_IMG_20260212_155538.jpg,/content/dataset_raw/Processed Data/Semi Fresh Cucumber(6-12)/aug_123_IMG_20260212_155538.jpg,Cucumber,Semi-Fresh,6-12,512,512,3,JPEG,17.58,6f7cd17ca2847c46df9c6bfab3c8d739,False,
IMG_20251127_192121104_HDR,IMG_20251127_192121104_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20251127_192121104_HDR.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,14.65,42b4900fb25387258f3d4c8c1ef69575,False,
aug_399_IMG_20260125_005113,aug_399_IMG_20260125_005113.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_399_IMG_20260125_005113.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,18.8,b23953288acd855ce73792be7d77897a,False,
IMG_20251119_202328971_HDR,IMG_20251119_202328971_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20251119_202328971_HDR.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,15.18,cee1297090f4f1b344613c9429540699,False,
aug_148_IMG-20251121-WA0002,aug_148_IMG-20251121-WA0002.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/aug_148_IMG-20251121-WA0002.jpg,Orange,Fresh,1-9,512,512,3,JPEG,26.48,5264b9916e0fa96a9e270a16043b64be,False,
aug_140_IMG_20251116_220805642_HDR,aug_140_IMG_20251116_220805642_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Pineapple (15-25)/aug_140_IMG_20251116_220805642_HDR.jpg,Pineapple,Semi-Fresh,15-25,512,512,3,JPEG,35.82,e9438bba381d026221fa1a3b5338eb19,False,
aug_52_IMG_20260125_005724,aug_52_IMG_20260125_005724.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_52_IMG_20260125_005724.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,11.87,0cd969d0f29b0751b2f95cde7b2d44f4,False,
aug_139_IMG_20251127_192549125_HDR,aug_139_IMG_20251127_192549125_HDR.jpg,/content/dataset_raw/Processed Data/Semi_Fresh eggplant(4-8)/aug_139_IMG_20251127_192549125_HDR.jpg,Eggplant,Semi-Fresh,4-8,512,512,3,JPEG,15.23,790b0dbd89854c6c0f32893cb8e4e3e3,False,
aug_350_IMG_20251202_020407,aug_350_IMG_20251202_020407.jpg,/content/dataset_raw/Processed Data/Rotten Bittermelon(5-8)/aug_350_IMG_20251202_020407.jpg,Bittermelon,Rotten,5-8,512,512,3,JPEG,23.75,bc75e993a990150f02750b0ce1f65e98,False,
aug_306_IMG_20251118_164931369_HDR,aug_306_IMG_20251118_164931369_HDR.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/aug_306_IMG_20251118_164931369_HDR.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,19.55,788d34d0a107f0472067103547f37da8,False,
IMG_20251125_211221870_HDR,IMG_20251125_211221870_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Tomato(10-24)/IMG_20251125_211221870_HDR.jpg,Tomato,Semi-Fresh,10-24,512,512,3,JPEG,12.41,37cdfbcf3687cbe3ca4200eb845d9840,False,
IMG_20260204_152126,IMG_20260204_152126.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/IMG_20260204_152126.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,19.14,8f082cc308b568931490a49ac9e858dd,False,
IMG_20251126_190634659_HDR,IMG_20251126_190634659_HDR.jpg,/content/dataset_raw/Processed Data/Rotten banana(7-13)/IMG_20251126_190634659_HDR.jpg,Banana,Rotten,7-13,512,512,3,JPEG,20.59,4f585854ab3a6cec7bac97b43bf41048,False,
aug_475_IMG_20260116_025919,aug_475_IMG_20260116_025919.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_475_IMG_20260116_025919.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,19.83,d6fdf15e86a233ddc16528395d30fcb9,False,
IMG_20251124_193110219_HDR,IMG_20251124_193110219_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Pineapple (15-25)/IMG_20251124_193110219_HDR.jpg,Pineapple,Semi-Fresh,15-25,512,512,3,JPEG,39.13,7b790a0648a4f7d45c7438aa913f647e,False,
Banana (13),Banana (13).jpeg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/Banana (13).jpeg,Banana,Fresh,1-4,512,512,3,JPEG,31.95,de163706f90d3947efdb4e96e0098aaf,False,
aug_124_IMG_20251119_200825531_HDR,aug_124_IMG_20251119_200825531_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh Tomato(10-24)/aug_124_IMG_20251119_200825531_HDR.jpg,Tomato,Semi-Fresh,10-24,512,512,3,JPEG,12.5,4072b97644ef9e1a9be3ff0cd9298730,False,
IMG_20251201_132606979_HDR,IMG_20251201_132606979_HDR.jpg,/content/dataset_raw/Processed Data/Rotten banana(7-13)/IMG_20251201_132606979_HDR.jpg,Banana,Rotten,7-13,512,512,3,JPEG,21.62,a5838281d9cfad17ad9788f409e95800,False,
aug_141_IMG_20260120_004638,aug_141_IMG_20260120_004638.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_141_IMG_20260120_004638.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,14.32,d43adf2b93ef205a8e637b8135e5b722,False,
aug_11_IMG_20251118_164747886_HDR,aug_11_IMG_20251118_164747886_HDR.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/aug_11_IMG_20251118_164747886_HDR.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,18.37,2c50356d4e91ef8baa804f08897e970d,False,
aug_13_IMG-20251122-WA0013,aug_13_IMG-20251122-WA0013.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/aug_13_IMG-20251122-WA0013.jpg,Orange,Fresh,1-9,512,512,3,JPEG,18.71,6b24b735eac42fe9a98a11ad95dbf7ad,False,
aug_370_IMG_20251119_201401592_HDR,aug_370_IMG_20251119_201401592_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/aug_370_IMG_20251119_201401592_HDR.jpg,Banana,Fresh,1-4,512,512,3,JPEG,18.53,c179135447fae5903e69805f4bf8d054,False,
aug_205_IMG_20260123_013740,aug_205_IMG_20260123_013740.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_205_IMG_20260123_013740.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,15.21,e8d458b9e4fd0fcd741e9e8c8449419c,False,
IMG-20251127-WA0026,IMG-20251127-WA0026.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/IMG-20251127-WA0026.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,41.27,596ea671cba64938c30e84623d3dc796,False,
IMG-20260130-WA0118,IMG-20260130-WA0118.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/IMG-20260130-WA0118.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,49.46,53dcc9c854c254817bf42be3a5ad610d,False,
IMG_20260123_182053023_HDR,IMG_20260123_182053023_HDR.jpg,/content/dataset_raw/Processed Data/Semi fresh banana(4-7)/IMG_20260123_182053023_HDR.jpg,Banana,Semi-Fresh,4-7,512,512,3,JPEG,26.78,c7ae45671072d5677bf3b23bb4508c60,False,
IMG_20251201_133145240_HDR,IMG_20251201_133145240_HDR.jpg,/content/dataset_raw/Processed Data/Rotten Tomato(24-35)/IMG_20251201_133145240_HDR.jpg,Tomato,Rotten,24-35,512,512,3,JPEG,19.39,8514f963c4ce34d22cd6d21de630a73b,False,
aug_32_IMG_20251102_075704488_HDR_AE,aug_32_IMG_20251102_075704488_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Banana(1-4)/aug_32_IMG_20251102_075704488_HDR_AE.jpg,Banana,Fresh,1-4,512,512,3,JPEG,30.53,e782888e4d4e8ee33102eaa180c45d03,False,
aug_298_IMG_20260204_152024,aug_298_IMG_20260204_152024.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/aug_298_IMG_20260204_152024.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,18.63,ad54db24df4ef308062b90f0e9740436,False,
aug_383_IMG_20251104_133109984_HDR_AE,aug_383_IMG_20251104_133109984_HDR_AE.jpg,/content/dataset_raw/Processed Data/Rotten eggplant(8-15)/aug_383_IMG_20251104_133109984_HDR_AE.jpg,Eggplant,Rotten,8-15,512,512,3,JPEG,30.22,91bbf6d7056684a93a4e74c869ab9a41,False,
aug_76_pineapple(22),aug_76_pineapple(22).jpeg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/aug_76_pineapple(22).jpeg,Pineapple,Fresh,1-15,512,512,3,JPEG,37.69,d381696b6f6d2ff10ed69989f7ccce22,False,
IMG-20251115-WA0014,IMG-20251115-WA0014.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/IMG-20251115-WA0014.jpg,Orange,Fresh,1-9,512,512,3,JPEG,29.48,4145bd2ae560ef59ae977e78faf2d0b6,False,
aug_210_IMG_20260202_032700,aug_210_IMG_20260202_032700.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/aug_210_IMG_20260202_032700.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,24.98,71eafb94c8f884e3056e32e7892c6c9d,False,
aug_498_IMG_20251124_022602,aug_498_IMG_20251124_022602.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_498_IMG_20251124_022602.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,21.06,1f75762d2e504b5c9542cf192f52acc6,False,
IMG-20251117-WA0018,IMG-20251117-WA0018.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/IMG-20251117-WA0018.jpg,Orange,Fresh,1-9,512,512,3,JPEG,15.64,175048ef8de7bb318803df3d76ef99d7,False,
IMG-20251124-WA0010,IMG-20251124-WA0010.jpg,/content/dataset_raw/Processed Data/Semi fresh Orange(9-20)/IMG-20251124-WA0010.jpg,Orange,Semi-Fresh,9-20,512,512,3,JPEG,23.04,8b6d684b4154e715d44060936c2308b8,False,
IMG_20260202_032503_1,IMG_20260202_032503_1.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/IMG_20260202_032503_1.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,23.96,f377d130ce8634320dc01e0cf9d57cfc,False,
aug_301_IMG_20251118_161050,aug_301_IMG_20251118_161050.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/aug_301_IMG_20251118_161050.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,19.78,b2724c635e3c6f33a3eeabbe4e31876a,False,
aug_222_IMG_20260125_005125,aug_222_IMG_20260125_005125.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_222_IMG_20260125_005125.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,19.46,da965210d49cab697b48fd4b3804f94f,False,
aug_135_IMG-20260207-WA0010,aug_135_IMG-20260207-WA0010.jpg,/content/dataset_raw/Processed Data/Rotten Tomato(24-35)/aug_135_IMG-20260207-WA0010.jpg,Tomato,Rotten,24-35,512,512,3,JPEG,28.21,e19c87ce23d5fac41ae9dd063a89025d,False,
aug_294_IMG_20260204_152213,aug_294_IMG_20260204_152213.jpg,/content/dataset_raw/Processed Data/Fresh Cucumber(1-6)/aug_294_IMG_20260204_152213.jpg,Cucumber,Fresh,1-6,512,512,3,JPEG,20.0,0c34ebb93f175e199d0633964633296b,False,
aug_400_IMG-20251114-WA0010,aug_400_IMG-20251114-WA0010.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_400_IMG-20251114-WA0010.jpg,Orange,Rotten,20-35,512,512,3,JPEG,18.76,5af7275b09b62af240d84d74d8da141a,False,
IMG_20251123_222529400_HDR,IMG_20251123_222529400_HDR.jpg,/content/dataset_raw/Processed Data/Fresh Tomato(1-10)/IMG_20251123_222529400_HDR.jpg,Tomato,Fresh,1-10,512,512,3,JPEG,13.06,b4fd3298a67bedf61394c912c93fd91a,False,
aug_2_IMG-20251207-WA0005,aug_2_IMG-20251207-WA0005.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_2_IMG-20251207-WA0005.jpg,Orange,Rotten,20-35,512,512,3,JPEG,39.3,ea2d73765e54872b8bf02ce9f88d409d,False,
aug_303_IMG_20251109_112249514_HDR_AE,aug_303_IMG_20251109_112249514_HDR_AE.jpg,/content/dataset_raw/Processed Data/Fresh Orange(1-9)/aug_303_IMG_20251109_112249514_HDR_AE.jpg,Orange,Fresh,1-9,512,512,3,JPEG,30.3,2358b7b8a3255731ac7fe4a04f815a4e,False,
aug_304_IMG_20251119_195918625_HDR,aug_304_IMG_20251119_195918625_HDR.jpg,/content/dataset_raw/Processed Data/Fresh eggplant(1-4)/aug_304_IMG_20251119_195918625_HDR.jpg,Eggplant,Fresh,1-4,512,512,3,JPEG,17.39,302e3bc72a6b0f7f257203c150f4dec5,False,
IMG_20251202_021308,IMG_20251202_021308.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/IMG_20251202_021308.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,27.77,866b1011bb841c9479b871330ecbe81c,False,
IMG_20251105_102135994_HDR_AE,IMG_20251105_102135994_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh banana(4-7)/IMG_20251105_102135994_HDR_AE.jpg,Banana,Semi-Fresh,4-7,512,512,3,JPEG,24.9,3acb4dfb136ed50bdb58cefe5885e4a4,False,
IMG_20260209_011500,IMG_20260209_011500.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/IMG_20260209_011500.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,18.58,405203961e722dda943b7791e473e3ba,False,
IMG_20251121_080628,IMG_20251121_080628.jpg,/content/dataset_raw/Processed Data/Rotten Cucumber(12-20)/IMG_20251121_080628.jpg,Cucumber,Rotten,12-20,512,512,3,JPEG,12.66,ab64449dbea8cc37e959b81452163cf5,False,
aug_81_IMG_20251124_022538,aug_81_IMG_20251124_022538.jpg,/content/dataset_raw/Processed Data/Semi Fresh Papaya(4-7)/aug_81_IMG_20251124_022538.jpg,Papaya,Semi-Fresh,4-7,512,512,3,JPEG,20.9,fb17cb2827e3efd1d7c7c07a60c1ed37,False,
aug_6_IMG-20251215-WA0016,aug_6_IMG-20251215-WA0016.jpg,/content/dataset_raw/Processed Data/Rotten Orange(20-35)/aug_6_IMG-20251215-WA0016.jpg,Orange,Rotten,20-35,512,512,3,JPEG,39.32,3a7fcb4f74ff08c7da13d3ccf71955e3,False,
aug_425_IMG_20260116_025834,aug_425_IMG_20260116_025834.jpg,/content/dataset_raw/Processed Data/Semi Fresh Bittermelon ( 3-5)/aug_425_IMG_20260116_025834.jpg,Bittermelon,Semi-Fresh,3-5,512,512,3,JPEG,14.65,4adfa40e57686052df0e74407fd49779,False,
aug_125_IMG_20251117_155946,aug_125_IMG_20251117_155946.jpg,/content/dataset_raw/Processed Data/Fresh Bittermelon(1-3)/aug_125_IMG_20251117_155946.jpg,Bittermelon,Fresh,1-3,512,512,3,JPEG,18.04,92c299385ab27abb5b5924050a2fe35e,False,
aug_74_IMG_20260130_163415,aug_74_IMG_20260130_163415.jpg,/content/dataset_raw/Processed Data/Rotten Papaya(7-12)/aug_74_IMG_20260130_163415.jpg,Papaya,Rotten,7-12,512,512,3,JPEG,23.6,1ea76f40412b04618c9f6a8ba15253db,False,
aug_374_IMG-20251227-WA0022,aug_374_IMG-20251227-WA0022.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/aug_374_IMG-20251227-WA0022.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,32.45,3678fc96c7b48a45d5c35e92a735cf9d,False,
IMG_20251127_193353040_HDR,IMG_20251127_193353040_HDR.jpg,/content/dataset_raw/Processed Data/Rotten Pineapple(25-35)/IMG_20251127_193353040_HDR.jpg,Pineapple,Rotten,25-35,512,512,3,JPEG,39.87,7013f252ff4dc002a97b685ffa963b57,False,
aug_358_IMG-20251128-WA0036,aug_358_IMG-20251128-WA0036.jpg,/content/dataset_raw/Processed Data/Fresh pineapple(1-15)/aug_358_IMG-20251128-WA0036.jpg,Pineapple,Fresh,1-15,512,512,3,JPEG,45.29,f9f6b6a7d87c77d4d0868d2ba7dbd7f4,False,
aug_142_IMG_20260114_004902,aug_142_IMG_20260114_004902.jpg,/content/dataset_raw/Processed Data/Fresh Papaya(1-4)/aug_142_IMG_20260114_004902.jpg,Papaya,Fresh,1-4,512,512,3,JPEG,17.59,916deb167b8a08628878e017d2e1ed02,False,
IMG_20251122_112921979_HDR_AE,IMG_20251122_112921979_HDR_AE.jpg,/content/dataset_raw/Processed Data/Semi fresh Orange(9-20)/IMG_20251122_112921979_HDR_AE.jpg,Orange,Semi-Fresh,9-20,512,512,3,JPEG,24.86,a31f8ae201be2e2a1e4281eb8fe700c9,False,
